Band,Song,Guitarist,Technique,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Chelsea Grin,Lifeless,"['JasonRichardson', 'JacobHarmond']","['Distortion Guitar', 'Guitar 2']",32,2008,0.252,0.957,-6.599,0.139,0.000906,0.733,0.411,0.0994,140.667,139598,"['TomBarber', 'AlexKoehler']",[],[],[],Low,Low,Low,Medium,High,High,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Advanced']"
We Butter The Bread With Butter,Superfohn Bananendate,,"['Distortion Guitar', 'Extra Guitar']",34,2010,0.505,0.653,-3.666,0.0368,5.26e-05,0.287,0.0714,0.249,150.016,182449,,,,,Medium,Low,Low,High,High,Medium,5.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Jesu,Brighteyes,,['Distortion Guitar 1'],12,2007,0.377,0.418,-11.2,0.0329,0.000935,0.745,0.14,0.14,122.137,440000,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
We Butter The Bread With Butter,Der Tag An Dem Die Welt Unterging,['Git 1'],['Distortion Guitar'],34,2010,0.465,0.876,-4.221,0.0793,1.32e-05,0.34,0.102,0.164,84.918,215416,,,,,Medium,Low,Low,High,Medium,Medium,5.0,2.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Suicide Silence,Soak In Tears,['Gtr 1'],['Distortion Guitar'],11,2019,0.261,0.967,-3.242,0.143,0.000315,0.169,0.13,0.117,93.458,264411,"['MitchLucker(1984-2012)', 'EddieHermida']",['DanielKenny'],[],[],Medium,Low,Low,Medium,Medium,Medium,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Suicide Silence,Your Creations,['Spår 2'],['Distortion Guitar'],28,2009,0.377,0.996,-2.081,0.165,1.27e-05,0.00932,0.11,0.185,115.439,239547,"['MitchLucker(1984-2012)', 'EddieHermida']",['DanielKenny'],[],[],Low,Low,Low,Medium,Medium,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Pd,14,['Я'],['Overdriven Guitar'],0,2017,0.692,0.714,-6.256,0.0376,0.000424,0.738,0.0916,0.898,140.014,205716,,,,,Medium,Low,Low,High,Medium,High,8.0,3.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Pd,11,['Track 2'],['Distortion Guitar'],0,2022,0.649,0.771,-10.095,0.198,0.0295,0.00284,0.116,0.741,76.978,113545,,,,,Low,Low,Medium,High,High,Medium,3.0,4.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Pd,13,,['Overdriven Guitar'],0,2021,0.793,0.362,-14.876,0.673,0.109,0.0,0.0674,0.0393,124.876,102319,,,,,High,Low,Medium,Low,High,Low,,,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Advanced', 'bass_Beginner']"
Pd,12,['Track 4'],['Distortion Guitar'],3,2022,0.894,0.458,-11.779,0.317,0.748,2.32e-05,0.0961,0.646,87.02,201552,,,,,Low,Low,Low,High,Low,High,6.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Beginner', 'bass_Advanced']"
Rage Against The Machine,No Shelter,['Guitar Harmonizer'],['Distortion Guitar'],48,1998,0.598,0.837,-8.852,0.0782,0.0108,0.000228,0.136,0.467,99.42,243760,['ZackdelaRocha'],['TimCommerford'],['BradWilk'],[],Low,Low,Low,Medium,Low,Low,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Beginner']"
Ease Of Disgust,Kaos,['12'],['Distortion Guitar'],0,2015,0.498,0.974,-4.153,0.101,1.47e-05,0.642,0.13,0.158,124.986,197963,,,,,Medium,Low,Low,Medium,Medium,Medium,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Nile,Sacrifice Unto Sebek,"[""Dallas Toller-Wade [Led's clone""]",['Distortion Guitar'],37,2005,0.114,0.959,-6.676,0.158,1.41e-05,0.883,0.097,0.0688,184.136,182947,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Dead Infection,After Accident,['Tocha'],['Distortion Guitar'],7,1993,0.293,0.935,-11.701,0.088,0.00301,0.938,0.319,0.222,104.818,223333,,,,,Low,Low,Low,Low,Low,Medium,1.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Abominable Putridity,Remnants Of The Tortured,,['Distortion Guitar'],34,2015,0.26,0.994,-2.669,0.231,3.35e-05,0.876,0.0793,0.073,90.029,241000,,,,,Medium,Low,Low,Low,Low,Medium,5.0,2.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Gazette,Ruthless Deed,"['Aoi', 'Uruha']","['Distortion Guitar', 'Electric Guitar III <葵>']",22,2011,0.306,0.907,-4.641,0.208,5.32e-05,0.307,0.371,0.356,129.959,217200,['Ruki'],['Reita'],['UkeYutaka'],[],Medium,Low,Medium,Medium,Medium,High,5.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Gazette,Devil On My Bed,"['Aoi', 'Uruha']","['Distortion Guitar', 'Electric Guitar <葵>']",25,2011,0.532,0.889,-4.859,0.106,0.000172,0.031,0.332,0.501,160.052,203213,['Ruki'],['Reita'],['UkeYutaka'],[],Medium,Low,Medium,Medium,Medium,High,4.0,5.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Impending Doom,Anything Goes,['Center'],['Overdriven Guitar'],19,2009,0.568,0.983,-7.161,0.0736,0.000281,0.204,0.13,0.161,128.986,282053,,,,,Low,Low,Low,Medium,High,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Maria,Color,,"['Distortion Guitar', 'Most suitable guitar: A drop']",48,2020,0.722,0.357,-10.487,0.0996,0.814,0.155,0.0863,0.641,149.895,191599,,,,,Low,Low,Low,High,Medium,Medium,5.0,6.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Cephalic Carnage,Scientific Remote Viewing,,"['Distortion Guitar', 'Guitar 1']",19,2005,0.206,0.935,-6.032,0.173,1.5e-05,0.615,0.371,0.0494,106.728,138653,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Nxt,Nxt,,"['Overdriven Guitar', 'Electric Guitar']",32,2016,0.734,0.899,-6.681,0.0477,0.00438,0.000619,0.127,0.327,142.054,199493,,,,,High,Low,Medium,High,Medium,Medium,9.0,7.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
American Me,Black Malicious Lie,['Track 2'],['Distortion Guitar'],28,2008,0.539,0.985,-4.136,0.098,5.27e-05,0.42,0.0479,0.192,94.936,142493,,,,,Medium,Low,Low,Low,Low,Medium,5.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
In Hearts Wake,Traveller,,"['Distortion Guitar', 'Guitar 2 (Ben Nairne)']",30,2012,0.48,0.987,-4.551,0.12,0.00322,3.4e-05,0.179,0.0477,134.997,184722,,,,,Medium,Low,Low,Medium,Medium,High,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
In Hearts Wake,Neverland,,"['Distortion Guitar', 'Guitar 1']",30,2012,0.523,0.986,-3.341,0.126,4.91e-05,0.000603,0.219,0.0746,119.982,147056,,,,,Medium,Low,Low,Medium,Medium,Medium,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
In Hearts Wake,Departure,,"['Distortion Guitar', 'Guitar 1']",31,2012,0.338,0.981,-3.971,0.249,0.000804,0.0433,0.249,0.0472,184.94,217667,,,,,Medium,Low,Low,Low,Medium,Medium,4.0,2.0,1.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Gazette,Attitude,"['Aoi', 'Uruha']","['Distortion Guitar', 'Guitar 2']",17,2012,0.476,0.918,-5.333,0.218,9.48e-05,0.00185,0.0951,0.408,89.998,210173,['Ruki'],['Reita'],['UkeYutaka'],[],Medium,Low,Low,Low,Medium,Medium,4.0,2.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Soilwork,Loyal Shadow,,['Distortion Guitar'],25,2013,0.461,0.946,-6.714,0.0554,7.42e-05,0.856,0.651,0.2,85.019,154840,,,,,Low,Low,Low,Low,Medium,Low,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
Nile,The Inevitable Degradation Of Flesh,['Karl Sanders'],['Overdriven Guitar'],21,2012,0.272,0.939,-5.812,0.0999,0.00139,0.752,0.348,0.163,130.493,330573,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Nxt,Nu,,"['Distortion Guitar 1', 'Electric Guitar']",7,2021,0.931,0.319,-10.311,0.111,0.728,0.0,0.0987,0.341,109.987,263265,,,,,Medium,Low,Medium,Medium,Medium,Medium,,,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Tesseract,Origin,['Track 6'],['Acoustic Guitar (steel)'],28,2011,0.526,0.892,-7.562,0.0667,0.000128,0.038,0.0973,0.407,120.031,284440,,,,,Low,Low,Low,Medium,Medium,Low,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
Twelve Foot Ninja,Coming For You,,['Distortion Guitar'],43,2012,0.636,0.885,-3.147,0.0493,0.00461,0.0,0.351,0.636,99.989,185293,,,,,Low,Low,Medium,Medium,Low,Medium,4.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Gazette,Psychopath,"['Aoi', 'Uruha']","['Distortion Guitar', 'Electric Guitar III <葵>']",25,2011,0.33,0.95,-4.16,0.163,0.000163,0.000481,0.0876,0.428,114.92,183933,['Ruki'],['Reita'],['UkeYutaka'],[],High,Low,Medium,Medium,High,Medium,8.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Gift Giver,Chatterbox,['Lead'],['Overdriven Guitar'],9,2013,0.494,0.982,-3.188,0.0938,4.3e-05,0.000434,0.553,0.159,104.979,219707,,,,,Medium,Low,Low,Medium,Medium,Medium,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Never See Tomorrow,For Your Eyes Only,['Track 5'],['Overdriven Guitar'],6,2012,0.533,0.976,-5.662,0.0706,2.7e-05,0.000136,0.13,0.206,129.968,279187,,,,,Medium,Low,Low,Medium,Medium,Medium,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Barrier,Backbone,,['Distortion Guitar 3'],21,2012,0.187,0.923,-2.9,0.134,0.000648,0.054,0.405,0.0774,203.325,86518,,,,,Low,Low,High,Low,Low,High,3.0,9.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Beginner', 'bass_Advanced']"
Five Finger Death Punch,Dot Your Eyes,"['ZoltanBathory', 'JasonHook', 'AndyJames']","['Distortion Guitar', 'Electric Guitar']",51,2013,0.499,0.994,-3.961,0.101,0.000512,0.0,0.0623,0.371,74.011,195091,['IvanL.Moody'],['ChrisKael'],"['JeremySpencer', 'CharlieEngen']",[],Medium,Low,Low,Medium,Medium,High,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Breakdown Of Sanity,Prologue,,"['Distortion Guitar', 'Center Guitar']",23,2011,0.0,0.911,-8.577,0.0,0.0112,0.903,0.0789,0.0,0.0,66526,,,,,Low,Low,Low,Medium,Medium,Low,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
Breakdown Of Sanity,December,['L2'],['Distortion Guitar'],25,2011,0.305,0.941,-2.331,0.128,0.000121,0.455,0.886,0.105,140.049,259569,,,,,Medium,Low,Low,Medium,Medium,High,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Breakdown Of Sanity,Story Of A Stranger,['Spoor 1'],['Distortion Guitar'],33,2011,0.338,0.946,-2.459,0.1,0.000208,0.227,0.51,0.14,95.096,230446,,,,,Medium,Low,Low,Medium,Medium,Medium,5.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Breakdown Of Sanity,The Storm,,"['Distortion Guitar', 'Guitar 2']",27,2011,0.258,0.95,-2.688,0.116,9.68e-05,0.337,0.458,0.0731,139.881,226950,,,,,Medium,Low,Medium,High,High,Medium,5.0,4.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Breakdown Of Sanity,Chapters,,"['Distortion Guitar', 'Lead Guitar']",30,2013,0.224,0.979,-2.496,0.172,1.58e-05,0.63,0.106,0.147,109.912,331388,,,,,Low,Low,Low,Medium,Low,Medium,3.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Within The Ruins,Feeding Frenzy,,['Distortion Guitar'],30,2013,0.476,0.996,-2.873,0.137,0.000382,0.0237,0.39,0.124,145.018,221307,,,,,Medium,Low,Low,Medium,Medium,Medium,6.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
The Devil Wears Prada,Gloom,['Riffs'],['Distortion Guitar'],33,2013,0.314,0.974,-4.164,0.307,0.00114,0.000255,0.11,0.0496,141.681,225493,['MikeHranica'],['DanielWilliams'],[],[],Medium,Low,Low,High,High,Medium,5.0,3.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Nile,Chapter For Transforming Into A Snake,,"['Distortion Guitar', 'Guitar 1']",16,2000,0.277,0.882,-7.332,0.103,4.68e-06,0.912,0.157,0.107,126.938,145707,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Nnn,Nnn,['Pista 1'],['Distortion Guitar'],0,2021,0.801,0.76,-8.45,0.0597,0.00935,0.749,0.0563,0.139,128.768,211573,,,,,High,Low,Low,Medium,Medium,Medium,,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Amon Amarth,Shape Shifter,,"['Distortion Guitar', 'Guitar I']",37,2013,0.431,0.982,-4.371,0.0757,5.6e-05,0.422,0.0603,0.269,162.031,242507,,,,,Medium,Low,Low,Low,Medium,Medium,4.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Red,Die For You,,"['Distortion Guitar', 'Lead Guitar']",56,2002,0.377,0.734,-3.645,0.0334,0.0985,0.0,0.0942,0.393,169.988,192827,,,,,Low,Low,Low,Medium,Medium,Low,3.0,1.0,2.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Beginner']"
Indepth,Contradiction,['Luigi'],['Distortion Guitar'],1,2020,0.503,0.965,-4.453,0.105,0.00153,0.735,0.164,0.268,119.999,242500,,,,,Medium,Low,Medium,Medium,Medium,Medium,5.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Cephalic Carnage,Dying Will Be The Death Of Me,['steve'],['Overdriven Guitar'],24,2005,0.303,0.91,-4.643,0.16,1.9e-05,0.16,0.201,0.212,118.712,281627,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Nickelback,Do This Anymore,['RyanPeake'],['Acoustic Guitar (steel)'],42,2003,0.475,0.929,-4.849,0.0703,0.000617,9.2e-05,0.128,0.382,170.106,243840,['ChadKroeger'],['MikeKroeger'],['DanielAdair'],[],Low,Low,Low,Medium,Medium,High,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Sunchez,Dawn,['Johann'],['Distortion Guitar'],0,2019,0.408,0.0197,-23.368,0.0519,0.99,0.904,0.0938,0.0501,107.525,435286,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Staind,Take It,,['Distortion Guitar'],33,2001,0.413,0.944,-3.811,0.107,0.00461,0.0165,0.117,0.304,100.569,215707,,,,,Medium,Low,Low,Medium,Medium,High,5.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Buckethead,We Are One,,"['Distortion Guitar', '2nd guitar']",42,2005,0.534,0.922,-4.696,0.239,0.00613,0.616,0.374,0.143,139.911,241187,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Chevelle,Straight Jacket Fashion,,['Distortion Guitar'],38,2007,0.498,0.963,-3.589,0.0717,1.6e-05,0.00276,0.382,0.393,99.791,242693,,,,,Medium,Low,Low,Low,Low,Medium,5.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Chevelle,Midnight To Midnight,['Distortion 1'],['Distortion Guitar'],35,2007,0.408,0.991,-3.897,0.284,0.000169,0.000881,0.381,0.146,154.94,264360,,,,,Medium,Low,Low,Low,High,Medium,6.0,3.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Leo Kottke,Living In The Country,,['Acoustic Guitar (steel)'],30,2005,0.447,0.756,-10.588,0.0315,0.064,0.942,0.0686,0.939,105.057,231373,,,,,Medium,Low,Low,High,Medium,Medium,6.0,3.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Girugamesh,Suiren,['Pista 1'],['Distortion Guitar'],13,2009,0.473,0.97,-4.07,0.118,0.00797,2.3e-05,0.317,0.275,125.051,232253,,,,,Medium,Low,Low,Medium,Medium,Medium,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Girugamesh,Crying Rain,,"['Distortion Guitar', 'Solo Guitar (Nii)']",32,2009,0.467,0.886,-4.273,0.0458,0.0443,1.92e-06,0.288,0.409,159.921,296693,,,,,High,Low,Low,Medium,Low,Medium,8.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Celldweller,Goodbye,,"['Distortion Guitar', 'Lead Guitar']",19,2003,0.201,0.97,-2.888,0.0706,6.42e-05,0.316,0.275,0.136,169.953,423173,,,,,Medium,Low,Medium,Medium,Medium,Medium,7.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Girugamesh,Enishi,['Spur 1'],['Distortion Guitar'],17,2008,0.616,0.983,-4.475,0.107,0.000296,0.0491,0.135,0.741,125.981,194187,,,,,Low,Low,Medium,Medium,Medium,Medium,3.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
We Butter The Bread With Butter,Breekachu,,"['Distortion Guitar', 'Guitar 2']",28,2008,0.54,0.914,-2.304,0.0331,0.000607,0.322,0.0704,0.27,125.07,105513,,,,,High,Low,Low,Medium,Medium,Medium,8.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
We Butter The Bread With Butter,Schlaf Kindlein Schlaf,,"['Distortion Guitar', 'Guitar 2']",29,2008,0.26,0.86,-3.345,0.0508,2.37e-05,0.244,0.354,0.154,179.721,145585,,,,,Low,Low,Medium,Medium,Medium,Medium,4.0,5.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Akasha,Amanecer,['Emma'],['Distortion Guitar'],0,2017,0.373,0.92,-3.427,0.0454,2.53e-06,0.0,0.339,0.471,178.045,270107,,,,,Medium,Low,Low,Low,Low,Medium,4.0,2.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
In Flames,All For Me,,"['Distortion Guitar', 'Guitar 2']",38,2011,0.277,0.952,-3.464,0.0547,2.61e-05,0.0657,0.09,0.255,129.97,271240,,,,,Medium,Low,Low,Low,Medium,Medium,6.0,3.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
In Flames,Liberation,,"['Distortion Guitar', 'Solo Guitar']",34,2011,0.591,0.793,-4.022,0.0257,0.000179,0.00368,0.118,0.496,92.495,312573,,,,,Medium,Low,Low,Low,Medium,Medium,7.0,4.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
In Flames,Darker Times,,"['Distortion Guitar', 'Solo Guitar ']",34,2011,0.528,0.985,-3.004,0.086,7.8e-06,0.0256,0.1,0.511,119.96,205080,,,,,Medium,Low,Low,Medium,Medium,Medium,5.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Baroness,Rays On Pinion,['Track 2'],['Distortion Guitar'],38,2007,0.33,0.891,-7.142,0.104,0.00031,0.485,0.152,0.149,144.993,455853,,,,,Low,Low,Low,Medium,Medium,High,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
In Flames,Enter Tragedy,,"['Distortion Guitar', 'Extra Guitar 2']",33,2011,0.493,0.989,-2.876,0.0862,2.91e-06,0.00309,0.143,0.489,119.997,238160,,,,,High,Low,Low,Medium,Medium,Medium,7.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
In Flames,A New Dawn,['Harmony'],['Distortion Guitar'],37,2002,0.291,0.801,-6.176,0.0372,0.000118,0.798,0.126,0.456,120.131,220933,,,,,High,Low,Low,Low,Medium,Medium,9.0,4.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
In Flames,Fear Is The Weakness,['Rhythm [R'],['Distortion Guitar'],41,2011,0.493,0.952,-4.509,0.0982,1.24e-05,0.0101,0.0743,0.361,95.001,243653,,,,,Medium,Low,Medium,Medium,Medium,Medium,5.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Brak,Brak,['Utwór 1'],['Distortion Guitar'],44,2020,0.592,0.406,-13.259,0.347,0.211,0.000164,0.0966,0.183,96.76,161438,,,,,Medium,Low,High,Low,Low,Medium,,,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Brutality Will Prevail,Trapped Doors Moving Walls,['Track 2'],['Distortion Guitar'],16,2015,0.308,0.802,-6.193,0.0486,0.0987,0.749,0.126,0.211,122.946,271173,,,,,Low,Low,Low,Low,Medium,Medium,0.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Snow White's Poison Bite,Serial Killer Girl,['Gtr II'],['Distortion Guitar'],30,2010,0.549,0.975,-3.278,0.0594,0.000176,0.0,0.162,0.402,90.962,184160,,,,,Medium,Low,Low,Low,Medium,Medium,4.0,3.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Obey The Brave,Live And Learn,['RIGHT'],['Distortion Guitar'],18,2012,0.457,0.925,-3.172,0.0985,0.00112,0.000735,0.165,0.393,95.207,203627,,,,,Medium,Low,Low,Low,High,Medium,4.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Miss May I,Hey Mister,['Lead #2'],['Distortion Guitar'],49,2012,0.384,0.992,-3.249,0.125,3.36e-05,7.79e-05,0.565,0.0988,160.038,235640,"['LeviBenton', 'RyanNeff']",['JerodBoyd'],[],[],Low,Low,Low,Medium,Medium,Medium,3.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
The Ghost Inside,Slipping Away,,"['Distortion Guitar', 'Guitar 1']",32,2012,0.552,0.946,-3.293,0.139,7.46e-05,0.0,0.113,0.567,118.094,193424,,,,,Medium,Low,Low,Medium,Medium,Medium,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Miss May I,Bleeding Out,"['BJStead', 'JustinAufdemkampe']","['Distortion Guitar', 'Lead Guitar']",24,2012,0.25,0.97,-2.637,0.165,6.8e-06,0.0,0.286,0.34,109.221,179013,"['LeviBenton', 'RyanNeff']",['JerodBoyd'],[],[],Low,Low,Low,Medium,High,Medium,3.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Miss May I,Sirens Song,"['BJStead', 'JustinAufdemkampe']","['Distortion Guitar', 'Rythm Guitar #1']",24,2012,0.413,0.973,-3.385,0.173,6.4e-06,2.77e-06,0.104,0.206,94.997,233147,"['LeviBenton', 'RyanNeff']",['JerodBoyd'],[],[],Low,Low,Low,Low,Medium,Medium,3.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Miss May I,Opening Wounds,"['BJStead', 'JustinAufdemkampe']","['Distortion Guitar', 'Rythm Guitar #1']",33,2012,0.412,0.974,-3.432,0.134,6.49e-05,6.04e-05,0.106,0.27,91.77,253933,"['LeviBenton', 'RyanNeff']",['JerodBoyd'],[],[],Medium,Low,Low,Low,Medium,Medium,4.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
