Band,Song,Guitarist,Technique,Difficulty,Score,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Energy_Mean_Drums_N,Energy_Mean_Piano_N,Energy_Mean_Bass_N,Energy_std_Drums_N,Energy_std_Piano_N,Energy_std_Bass_N,BPM_Mean_Drums_N,BPM_Mean_Piano_N,BPM_Mean_Bass_N,BPM_std_Drums_N,BPM_std_Piano_N,BPM_std_Bass_N,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Combine_Energy_BPM_Drums,Combine_Energy_BPM_Piano,Combine_Energy_BPM_Bass,Difficulty_Level_Drums,Difficulty_Level_Piano,Difficulty_Level_Bass,Quantity_Relevance_Drums,Quantity_Relevance_Bass,Quantity_Relevance_Piano,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Kingdom Of Sorrow,God's Law In The Devils Land,['Track 2'],['Distortion Guitar'],Intermediate,3/8,33,2010,0.498,0.958,-3.838,0.0566,6.01e-05,0.0,0.0579,0.411,92.472,236520,,,,,0.3235718825033979,6.62294718067589e-06,0.2073173568187326,0.2092802733041729,2.88829914617699e-07,0.1534497600402131,0.4185192145719873,0.4721607687058888,0.3135163787390546,0.3078649701846174,0.4925066684704352,0.1374202841323608,Low,Low,Low,Medium,Medium,Low,Low-Medium,Low-Medium,Low-Low,Intermidiate,Intermidiate,Beginner,0.3377577061622108,0.2164064267418921,6.913306034108445e-06,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
Pig Destroyer,Gravedancer,,['Overdriven Guitar'],Intermediate,3/8,29,2004,0.294,0.968,-4.702,0.386,0.00171,0.0129,0.646,0.132,99.394,180973,,,,,0.1603695668605192,0.000745800773892,0.0542710978582616,0.1672148240465446,2.588013457716235e-05,0.0207627486509147,0.3904465740304922,0.3328777049024501,0.5903299951314636,0.2423559286798645,0.7596980236172355,0.2253067917468841,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.1656710401451645,0.0560651837378735,0.0007704553449297,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
№12,34,['Pista 2'],['Distortion Guitar'],Intermediate,5/8,0,2020,0.584,0.0204,-12.906,0.0685,0.698,0.0409,0.0645,0.0502,134.402,188328,,,,,0.0001098265829465,0.0001742811212566,0.0259252778165109,4.748757531733871e-05,2.8969023224630352e-05,0.0064170084991255,0.34645960721675,0.3766207201268137,0.2333025909971853,0.3764536609886009,0.1849464528471443,0.5541379623895057,Low,Low,Low,Medium,Medium,Low,Low-Medium,Low-Medium,Low-Low,Intermidiate,Intermidiate,Beginner,0.0053836560267926,1.2708469517897545,0.0085431922184612,0.0,,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
Undead Corporation,Ready To Take Off,['Sáv 2'],['Overdriven Guitar'],Intermediate,4/8,14,2010,0.535,0.974,-1.621,0.135,0.000844,0.0,0.22,0.205,130.062,185800,,,,,0.3273119695533529,7.01494788183191e-05,0.0926980746753037,0.2752516556703743,6.53628729004144e-06,0.0793879967087359,0.5524734816692165,0.6551088823224038,0.6331122171692025,0.0,0.2652462508709952,0.0907252026155926,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3360492500547771,0.095172561268279,7.20220521748656e-05,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Celtic Frost,Synagoga Satanae,,"['Distortion Guitar', 'Lead Guitar']",Beginner,2/8,21,2006,0.16,0.735,-3.248,0.0569,6.39e-06,0.028,0.239,0.109,131.443,864653,,,,,0.0310184731095065,2.6781294573543463e-06,0.0445755511840179,0.0289913214068195,8.997819113274232e-08,0.0728239201889941,0.3849567771673957,0.5009335213024043,0.6307912757140104,0.3854964026640923,0.5475516975627235,0.2048669695681951,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.0422020042306211,0.0606470084136298,3.6437135474208793e-06,0.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Cryptopsy,Abigor,['Gtr. 1'],['Distortion Guitar'],Intermediate,5/8,23,1994,0.232,0.961,-14.036,0.0503,0.000263,0.929,0.363,0.161,102.172,231427,,,,,0.0139728806948249,2.91564872049419e-07,0.0035304600611992,0.0141018844015581,1.3682520727655092e-08,0.0027372600457258,0.3131148749879369,0.5893777872419406,0.4054028495799814,0.1351859332841543,0.4844027987443756,0.213983217956449,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.0145399382880592,0.0036737357556703,3.033973694582925e-07,0.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Eluveitie,Alesia,,"['Overdriven Guitar', 'Guitar I']",Beginner,2/8,42,2012,0.539,0.923,-3.156,0.0824,0.0538,0.0,0.376,0.128,110.037,238000,,,,,0.4954502068665593,7.354486775036995e-06,0.1965778093492034,0.209111398708587,3.194016718773643e-07,0.1722306362571893,0.3520307771608275,0.7323997150582203,0.4647386581890658,0.0386615960154663,0.7349823826835018,0.3327779069514582,Medium,Low,Low,Medium,High,Medium,Medium-Medium,Low-High,Low-Medium,Intermidiate,Advanced,Intermidiate,0.5367824559767707,0.2129770415484327,7.968024675012995e-06,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Eluveitie,Your Gaulish War,['Ivo Henzi'],['Distortion Guitar'],Intermediate,3/8,28,2012,0.402,0.985,-4.943,0.0938,0.000236,0.000267,0.255,0.103,104.885,311027,,,,,0.5309650433998852,1.7080788241232532e-05,0.0889181411463898,0.5056448070090166,1.6165972893775911e-06,0.0335412288190599,0.7118626716337803,0.6375574831777514,0.6012987059642889,0.0566464772986707,0.4657921669791168,0.1657473179192988,Medium,Low,Low,High,Medium,Medium,Medium-High,Low-Medium,Low-Medium,Advanced,Intermidiate,Intermidiate,0.5390508054821169,0.0902722245141013,1.7340901767748764e-05,5.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Depresszio,Te Vagy A Szerem,['Ádám'],['Distortion Guitar'],Intermediate,3/8,5,2013,0.419,0.987,-4.368,0.0541,1.5e-06,0.447,0.921,0.591,88.579,223787,,,,,0.3258132203097676,1.9586841913095502e-06,0.5228680858109209,0.2925539263766567,1.3474782889829e-07,0.3699380289394178,0.2694328314080174,0.3059415562636462,0.554911299942491,0.0484877176405151,0.3207399817543701,0.1116883170372169,Low,Low,Medium,Low,Low,Medium,Low-Low,Low-Low,Medium-Medium,Beginner,Beginner,Intermidiate,0.3301045798477888,0.5297548995044792,1.984482463332878e-06,3.0,5.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Cryptopsy,Mutant Christ,,"['Distortion Guitar', 'Guitar 2']",Intermediate,4/8,22,1994,0.179,0.954,-14.625,0.0538,0.000112,0.87,0.185,0.159,156.1,261160,,,,,0.016213267868016,1.1156495019345718e-08,0.0035493805401466,0.0141943471608121,1.1479519347865983e-09,0.00300109775744,0.3789071131450895,0.5811640736246416,0.6555959856748513,0.6011830140257476,0.5070972784868435,0.2438438734789285,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.0169950396939371,0.0037205246752061,1.1694439223632828e-08,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Cryptopsy,Cold Hate Warm Blood,['Jon'],['Overdriven Guitar'],Intermediate,5/8,24,1998,0.271,0.969,-4.989,0.199,7.22e-06,0.84,0.163,0.39,108.356,233800,,,,,0.0761163263931398,4.619615104494448e-07,0.0558847149717348,0.0527546460059875,2.560512433196144e-08,0.0546821063282196,0.3686024591743592,0.3918941881934425,0.5226677620149265,0.1055598468627059,0.4930611250085835,0.1029351367402713,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.0785514204263569,0.0576725644703145,4.767404648601082e-07,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Cryptopsy,Slit Your Guts,,['Distortion Guitar'],Intermediate,5/8,32,1996,0.249,0.977,-3.447,0.208,4.64e-06,0.88,0.355,0.308,108.993,241600,,,,,0.2511286420795517,1.6388631141115709e-06,0.136856410224696,0.3137022755869393,6.938851629125068e-08,0.0937338815570177,0.6120386461713442,0.4212414640038414,0.6176269986739388,0.3106991360184049,0.6528186964131112,0.1732886563311247,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2570405753117213,0.1400782090324422,1.6774443337887114e-06,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Soilwork,20 More Miles,['Rhythm Guiter'],['Distortion Guitar'],Intermediate,4/8,27,2007,0.362,0.978,-3.606,0.0928,6.16e-05,0.657,0.148,0.295,164.962,278920,,,,,0.2233529933645459,0.0003291906024867,0.299053725554543,0.1882714529848317,2.5785017249438377e-05,0.1439218767532074,0.7551786334080282,0.2591565827263528,0.5001522825070621,0.3377393432392213,0.7248896519372661,0.222107804025641,Low,Low,Low,High,Low,Medium,Low-High,Low-Low,Low-Medium,Advanced,Beginner,Intermidiate,0.228377293828779,0.3057809054749929,0.0003365957080641,2.0,3.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Spawn Of Possession,Bodiless Sleeper,['Jonas Bryssling'],['Distortion Guitar'],Advanced,6/8,24,2012,0.448,0.949,-5.138,0.0752,0.000282,0.803,0.0935,0.256,120.046,347400,,,,,0.2790361993589592,3.039278720220436e-06,0.0443401310241678,0.231363507802228,2.867815369609281e-07,0.0319965619610215,0.3363986346395987,0.7751701050626056,0.4462194861151771,0.151182411317032,0.6448558204617272,0.1729570081342477,Low,Low,Low,Medium,High,Medium,Low-Medium,Low-High,Low-Medium,Intermidiate,Advanced,Intermidiate,0.2940318222960582,0.0467230042404297,3.202611928577909e-06,3.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Advanced', 'bass_Intermidiate']"
Cryptopsy,Emaciate,,['Distortion Guitar'],Intermediate,5/8,18,1998,0.183,0.987,-4.044,0.289,3.27e-06,0.827,0.108,0.0683,159.727,300693,,,,,0.0592692006363381,2.346161688966082e-07,0.0217519385842023,0.0509109839401327,8.135415586552978e-09,0.0189249240068836,0.646100326163657,0.2110476510340514,0.6228438004296485,0.2276149406634231,0.5109352803705751,0.2199467429281647,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.0600498486690356,0.0220384382818665,2.377063514656619e-07,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Blut Aus Nord,Epitome Xvi,,"['Electric Guitar (jazz)', 'Guitar 1']",Intermediate,3/8,25,2012,0.237,0.815,-9.668,0.11,0.000831,0.873,0.335,0.0253,80.035,661747,,,,,0.2146276049472754,5.811551654879949e-05,0.0295819038817558,0.1562526197480824,3.160052993583942e-06,0.0129080989117915,0.1445022873208633,0.3668905138759901,0.5376527380243176,0.445073757445959,0.2958053449928109,0.143425999739964,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.2633467545365343,0.0362968145788415,7.130738226846563e-05,3.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Back Door Asylum,Embrace The Pain,,['Distortion Guitar'],Advanced,7/8,0,2014,0.487,0.993,-4.497,0.212,0.00897,0.0349,0.112,0.226,129.946,216787,,,,,0.2859286152247131,2.5004732080286816e-05,0.1263363607141016,0.1969582180834876,3.3018168268904685e-06,0.0690207125894355,0.4969117302708196,0.487346019317057,0.6318243680321688,0.2348112474306603,0.5484008361131145,0.212734006763865,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2879442247983012,0.1272269493596189,2.518099907380344e-05,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Sungha Jung,Gravity,,['Acoustic Guitar (steel)'],Intermediate,5/8,26,2013,0.372,0.518,-9.967,0.0458,0.685,0.81,0.0904,0.679,166.226,253187,,,,,0.1113639078243907,0.0149528966866767,0.1950525439207037,0.0185495386609013,0.0014766056719173,0.0782148751786594,0.1876354429188929,0.6070584055810584,0.368460251214155,0.6522976606408416,0.2757691898906804,0.294088837445091,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.2149882390432254,0.3765493125882311,0.0288665959202253,2.0,4.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Gazette,Derangement,"['Aoi', 'Uruha']","['Overdriven Guitar', 'Guitar 2']",Intermediate,4/8,26,2012,0.489,0.912,-5.049,0.238,8.12e-05,4.99e-05,0.115,0.383,120.001,282867,['Ruki'],['Reita'],['UkeYutaka'],[],0.5123567112614309,3.658666925252319e-06,0.1689027197337775,0.4738279525583519,1.6362118967034625e-07,0.0854465061764872,0.7526785387636301,0.578570975272639,0.6891448218169048,0.3901347155660845,0.5750330811696799,0.168610320006198,Medium,Low,Low,High,Medium,High,Medium-High,Low-Medium,Low-High,Advanced,Intermidiate,Advanced,0.5617946395410426,0.1852003505852824,4.011696189969648e-06,6.0,2.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Eluveitie,The Essence Of Ashes,,['Distortion Guitar'],Intermediate,4/8,27,2010,0.471,0.966,-3.835,0.0529,0.011,0.245,0.276,0.543,85.029,239507,,,,,0.2288088004884306,0.039487660655217,0.083862349323277,0.1068629101751198,0.0027155041791663,0.0895678413024967,0.1613764783194624,0.3605001675711323,0.5345027486523191,0.4041866011267484,0.5113781274050274,0.1555550386759547,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.236862112306864,0.0868140262145724,0.040877495502295,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Exhumed,Decrepit Crescendo,['Matt Harvey'],['Overdriven Guitar'],Intermediate,5/8,19,2000,0.211,0.978,-4.178,0.122,1.31e-06,0.906,0.127,0.0972,122.201,145680,,,,,0.2578658417477355,0.0009236009510571,0.1868786438611197,0.3410406109729157,6.115755178524046e-05,0.0830379165504325,0.5147987289681027,0.3549476402706734,0.5497753056484354,0.1667633903591093,0.5391162343173203,0.1129035413599889,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2636665048545353,0.1910824579357052,0.0009443772505697,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Carcass,Exhume To Consume,,"['Distortion Guitar', 'Bill Steer (Guitar 3)']",Intermediate,3/8,26,1989,0.192,0.816,-11.954,0.112,1.53e-06,0.845,0.16,0.192,110.041,230707,,,,,0.123700009922241,7.209412001066042e-09,0.0175031723243609,0.0827287854447869,4.3248458803427575e-10,0.0127309503975014,0.2927891004741768,0.4740356088454917,0.5891181606790327,0.2014009137988323,0.3016057535385777,0.1736655534501783,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.151593149414511,0.0214499660837756,8.835063726796622e-09,2.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Aborted,Dead Wreckoning,['ceru'],['Distortion Guitar'],Intermediate,5/8,17,2005,0.288,0.912,-6.306,0.128,3.14e-05,0.0142,0.283,0.164,105.965,221387,,,,,0.033710127320713,4.203996626514295e-08,0.0160977811835166,0.0382985874102811,2.261102515993398e-09,0.0195759094313645,0.2396689855462073,0.8373749675590615,0.5414245864599843,0.0478034602035635,0.694863520885792,0.1594851378061348,Low,Low,Low,Low,High,Medium,Low-Low,Low-High,Low-Medium,Beginner,Advanced,Intermidiate,0.0369628589042906,0.0176510758591191,4.609645423809533e-08,0.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
12,23,,"['Distortion Guitar 1', 'Electric Guitar']",Intermediate,3/8,16,2020,0.796,0.407,-8.248,0.278,0.157,0.00308,0.38,0.249,79.992,144065,,,,,0.7771822520375856,0.0001947508448738,1.0,0.3164766818127297,1.24816078937517e-05,0.6588957027881155,0.2456545752069598,0.5042101471221964,0.4910022091202366,0.2805624422555909,0.5715893774631027,0.4250201051304719,High,Low,High,Low,Medium,Medium,High-Low,Low-Medium,High-Medium,Beginner,Intermidiate,Intermidiate,1.9095387027950508,2.4570024570024573,0.0004785033043583,,,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Edge Of Sanity,Sacrificed,,"['Distortion Guitar', 'Center Guitar']",Beginner,1/8,29,1993,0.397,0.991,-9.112,0.0523,3.39e-05,0.493,0.0445,0.402,79.911,230360,,,,,0.1333045335196506,1.0173393728999952e-06,0.0479653584812197,0.1148719709416682,8.146712215745526e-08,0.0263494210986459,0.2120983681117376,0.6842316801483184,0.4561880975810687,0.114693974839862,0.681815512114114,0.1241059384077137,Low,Low,Low,Low,High,Medium,Low-Low,Low-High,Low-Medium,Beginner,Advanced,Intermidiate,0.1345151700501015,0.0484009671858928,1.0265785801210851e-06,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Amon Amarth,Father Of The Wolf,,"['Distortion Guitar', 'Guitar I']",Intermediate,3/8,43,2013,0.406,0.964,-4.453,0.0476,4.05e-05,0.612,0.0556,0.559,181.982,259680,,,,,0.3077699032394428,7.131911936907906e-07,0.1002648456738759,0.3164333608712386,3.443187684769021e-08,0.1114179595317973,0.1113940432489768,0.4049794270734851,0.6148006988187494,0.1907305472677066,0.7878568082512403,0.2919468084159104,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.3192633851031564,0.1040091760102448,7.398248897207371e-07,3.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Sungha Jung,Fight,,['Acoustic Guitar (steel)'],Intermediate,4/8,15,2021,0.537,0.276,-15.776,0.0632,0.538,0.769,0.113,0.397,124.505,160549,,,,,0.0368651290974267,0.0002534500385075,3.5087764376451585e-08,0.0086145915295611,5.902625090170117e-05,2.122575267902808e-09,0.3977490251695769,0.4362804491857218,0.5117735881851443,0.6687713652230377,0.2551414786358223,0.6752741643792737,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.1335693083240099,1.2712958107409994e-07,0.0009182972409692,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Five Finger Death Punch,Crossing Over,"['ZoltanBathory', 'JasonHook', 'AndyJames']",['Electric Guitar (clean)'],Beginner,1/8,43,2009,0.375,0.898,-3.855,0.0642,6.55e-05,8.18e-05,0.28,0.128,195.795,174160,['IvanL.Moody'],['ChrisKael'],"['JeremySpencer', 'CharlieEngen']",[],0.7927406418994697,3.7841527965804463e-08,0.1281557220680275,0.7384217591032869,1.9116692004192172e-09,0.0483152507322404,0.5282766102662152,0.6522660797610791,0.511485623683343,0.3990411773223697,0.5360114829560468,0.137708307130999,High,Low,Low,Medium,Medium,Medium,High-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.882784679175356,0.1427123853764226,4.213978615345708e-08,9.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Five Finger Death Punch,Burn Mf,"['ZoltanBathory', 'JasonHook', 'AndyJames']","['Distortion Guitar', 'Electric Guitar']",Intermediate,3/8,53,2013,0.503,0.995,-4.829,0.219,0.00016,3.42e-06,0.0459,0.194,180.058,217848,['IvanL.Moody'],['ChrisKael'],"['JeremySpencer', 'CharlieEngen']",[],0.4668353752178281,5.54358956666977e-07,0.1661553573555834,0.7630039396200512,2.4717951363954458e-08,0.0659954109033794,0.351809853409093,0.4790475729094914,0.5340656202340484,0.2795584130167891,0.6841763696794959,0.0800610970542509,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4691812816259579,0.1669903089000838,5.571446800673135e-07,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Five Finger Death Punch,M.I.N.E,"['ZoltanBathory', 'JasonHook', 'AndyJames']","['Distortion Guitar', 'Electric Guitar']",Beginner,2/8,51,2013,0.523,0.912,-3.816,0.0404,0.0014,0.0,0.109,0.283,132.071,245952,['IvanL.Moody'],['ChrisKael'],"['JeremySpencer', 'CharlieEngen']",[],0.4365357215095448,8.403314907656792e-06,0.2530826493017176,0.3650939313500503,4.920945248202292e-07,0.1642004937594589,0.4637964452045469,0.3820258468282774,0.6127684736824346,0.3173089427123697,0.4673403310939985,0.1108844212949348,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4786575893745009,0.2775029049360938,9.214161082957008e-06,5.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Five Finger Death Punch,You,"['ZoltanBathory', 'JasonHook', 'AndyJames']","['Distortion Guitar', 'Electric Guitar']",Intermediate,3/8,63,2022,0.443,0.976,-4.035,0.0919,2.51e-05,0.0,0.54,0.453,95.011,188842,['IvanL.Moody'],['ChrisKael'],"['JeremySpencer', 'CharlieEngen']",[],0.3582243883993175,0.0005228057019268,0.2226764772617381,0.4118393540043143,0.0001222860061782,0.1453711306334009,0.5281109428838501,0.4906393206985283,0.5497031292677071,0.423171626021695,0.4422695576659541,0.0554631984020446,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3670331848353663,0.2281521283419448,0.000535661579843,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Five Finger Death Punch,Battle Born,"['ZoltanBathory', 'JasonHook', 'AndyJames']","['Distortion Guitar', 'Electric Guitar Distortion']",Beginner,2/8,54,2013,0.464,0.965,-4.578,0.125,0.000145,0.0,0.243,0.389,148.046,223766,['IvanL.Moody'],['ChrisKael'],"['JeremySpencer', 'CharlieEngen']",[],0.4469921791807913,3.6944546341622805e-05,0.1521731332792175,0.4623128892488371,1.5646902564334126e-06,0.0760610954863399,0.3692344615377037,0.6389614564484808,0.626712373548476,0.1162089413229238,0.8672456111471817,0.1154135160629218,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4632043307572967,0.1576923660924534,3.8284503980956274e-05,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
